package_id,weight_kg,volume_cm3,fragility,transport_type,handling_events,distance_km,route_complexity,packaging_quality,weather_condition,temperature_c,humidity_percent,vibration_level,drop_incidents,driver_experience_yrs,time_of_day,delivery_delay_min,fragile_label_handling,road_condition,region,damaged
PCKG04112,25.26,14594,High,Truck,8,1328,3,Medium,Clear,13.1,68.8,2.59,0,4,Morning,94,No,Gravel,North India,1
PCKG04113,3.94,5716,Low,Bike,8,1348,6,Medium,Rain,21.1,86.2,9.33,0,13,Afternoon,17,Yes,Potholes,East India,1
PCKG04114,4.95,16491,Medium,Van,14,253,7,Low,Snow,22.7,57.7,0.03,0,4,Night,10,Yes,Potholes,East India,0
PCKG04115,30.25,19914,Medium,Bike,14,327,4,Low,Fog,27.4,41,5.25,0,14,Morning,57,Yes,Gravel,Central India,1
PCKG04116,17.38,1994,Medium,Truck,3,560,10,Medium,Fog,38.1,55.7,0.45,2,5,Afternoon,31,Yes,Smooth,West India,1
PCKG04117,45.9,9724,Low,Truck,2,1490,2,Medium,Rain,32.7,28.9,6.55,3,7,Morning,20,Yes,Potholes,West India,0
PCKG04118,20.63,16140,Low,Van,6,1426,4,Medium,Clear,33.3,67.4,0.42,2,12,Morning,40,Yes,Smooth,North India,1
PCKG04119,7.59,15885,Low,Bike,12,397,6,High,Clear,20.1,43,0.57,3,3,Morning,59,Yes,Smooth,East India,0
PCKG04120,35.88,15320,Low,Bike,1,1256,4,Medium,Clear,1.5,86.1,4.93,4,3,Evening,114,Yes,Potholes,North India,0
PCKG04121,15.02,7305,Medium,Truck,12,923,10,High,Snow,23.6,66.1,6.88,3,13,Afternoon,89,Yes,Smooth,West India,0
PCKG04122,26.51,9350,High,Air,9,573,2,Medium,Clear,13.3,53.3,4.21,2,12,Night,45,No,Smooth,Central India,0
PCKG04123,35.04,12102,High,Air,7,248,9,Medium,Clear,-3.6,36.1,9.14,4,11,Morning,55,Yes,Smooth,North India,1
PCKG04124,45.06,19492,Medium,Truck,8,1085,1,High,Storm,3.8,26.4,9.27,4,0,Afternoon,7,No,Potholes,North India,0
PCKG04125,39.71,6887,Medium,Bike,7,1171,10,High,Rain,29.2,33.2,4.49,4,9,Afternoon,16,Yes,Construction,West India,1
PCKG04126,33.98,18501,Low,Truck,5,196,7,Low,Rain,23.4,59.9,6.02,0,12,Night,35,Yes,Smooth,East India,1
PCKG04127,34.14,5752,Medium,Truck,5,523,9,Medium,Clear,39,56.4,9.79,2,10,Night,115,Yes,Smooth,West India,1
PCKG04128,47.32,19787,Low,Air,7,1432,3,Medium,Fog,36.6,20.7,8.22,0,0,Evening,85,No,Smooth,Central India,1
PCKG04129,15.14,13570,Low,Truck,7,964,6,High,Clear,21.7,72.1,1.34,1,6,Evening,72,Yes,Potholes,North-East India,0
PCKG04130,0.56,9538,Medium,Bike,2,1303,9,High,Clear,2,22.8,0.71,4,4,Evening,108,Yes,Gravel,East India,1
PCKG04131,13.96,12461,Low,Truck,2,1067,9,Medium,Clear,10.1,25.5,5.69,4,4,Morning,4,Yes,Potholes,Central India,1
PCKG04132,11.29,5814,Low,Truck,7,197,4,Medium,Clear,5.5,69.8,8.43,4,11,Night,55,No,Smooth,West India,1
PCKG04133,33.26,5846,High,Truck,5,331,8,High,Clear,16.2,65.2,7.57,2,0,Evening,114,Yes,Gravel,East India,1
PCKG04134,31.87,2714,Low,Van,2,487,8,Medium,Storm,31,35.1,6.27,4,1,Morning,58,Yes,Construction,North-East India,0
PCKG04135,29.88,2724,Low,Truck,1,29,7,Low,Storm,32,66.4,8.35,2,13,Afternoon,13,Yes,Potholes,West India,1
PCKG04136,1.3,7280,Low,Truck,9,106,6,Low,Clear,3,21.3,1.3,1,2,Afternoon,44,Yes,Construction,North-East India,0
PCKG04137,36.57,15376,Low,Bike,11,667,3,Low,Clear,19.7,39.5,4.71,1,14,Night,74,Yes,Smooth,North India,0
PCKG04138,16.51,12355,Low,Truck,8,221,4,Low,Fog,25.5,73.2,7.89,1,4,Evening,50,Yes,Smooth,North-East India,0
PCKG04139,33.42,2500,Medium,Truck,2,746,9,Medium,Clear,12.8,53.2,1.6,0,1,Afternoon,57,Yes,Smooth,North India,0
PCKG04140,28.05,17119,Low,Truck,2,271,10,High,Rain,35.7,79.9,3.73,4,13,Morning,94,Yes,Smooth,East India,0
PCKG04141,17.47,12227,High,Truck,3,166,7,Medium,Storm,11.2,30.1,4.59,1,10,Night,70,No,Smooth,North-East India,0
PCKG04142,7.16,19237,Low,Truck,4,291,8,High,Storm,17.1,80.4,0.75,3,6,Morning,38,Yes,Smooth,East India,0
PCKG04143,5.17,13569,Low,Truck,9,682,6,High,Clear,21.4,54,0.23,2,5,Evening,106,No,Potholes,Central India,0
PCKG04144,41.66,3916,Medium,Truck,12,890,1,High,Clear,14.2,27.1,5.08,3,9,Evening,84,Yes,Smooth,West India,1
PCKG04145,45.96,9739,Medium,Air,6,251,9,Medium,Storm,38.4,23.3,9.07,1,7,Night,56,Yes,Smooth,North-East India,0
PCKG04146,32.66,13146,Medium,Truck,3,178,3,Medium,Rain,29.2,20.1,1.03,0,11,Night,107,Yes,Smooth,Central India,0
PCKG04147,5.62,1051,High,Van,14,1424,3,Medium,Rain,32.3,64.6,1.29,0,0,Evening,28,Yes,Smooth,North-East India,0
PCKG04148,20.4,791,Low,Bike,8,1037,9,Medium,Storm,28.9,35.5,0.58,3,7,Evening,74,Yes,Construction,West India,0
PCKG04149,36.58,3023,Low,Truck,6,913,4,Medium,Storm,21.5,30.2,3.62,1,12,Night,116,Yes,Smooth,South India,1
PCKG04150,39.1,5407,High,Van,8,1476,8,Medium,Snow,-3.7,62.1,3.94,4,2,Evening,101,Yes,Construction,Central India,0
PCKG04151,6.35,8876,Low,Truck,10,1022,4,Medium,Clear,29.4,48.6,9.83,2,7,Afternoon,12,No,Potholes,East India,0
PCKG04152,0.5,10005,Low,Truck,12,792,2,Medium,Snow,22.6,51.5,8.23,2,5,Evening,43,No,Smooth,North-East India,0
PCKG04153,35.75,3192,Low,Truck,2,601,5,Medium,Clear,-1.4,29.4,3.66,0,12,Afternoon,39,Yes,Potholes,North India,0
PCKG04154,18.15,13631,Medium,Air,8,666,3,High,Clear,0.3,37.7,3.81,3,2,Evening,42,Yes,Construction,West India,0
PCKG04155,13.1,12125,Low,Truck,11,1349,4,High,Clear,16.7,26.9,4.16,1,14,Night,88,Yes,Smooth,Central India,0
PCKG04156,1.14,6242,Low,Truck,5,1153,3,Medium,Fog,33.4,43.4,5.9,1,1,Afternoon,112,Yes,Potholes,West India,1
PCKG04157,27.24,766,Low,Truck,10,45,1,Medium,Storm,19.9,41.6,8.76,4,4,Evening,49,Yes,Potholes,North-East India,1
PCKG04158,42.63,2014,Medium,Air,14,341,4,High,Fog,36.4,74.4,2.3,4,0,Afternoon,55,Yes,Gravel,Central India,1
PCKG04159,47.9,8138,Low,Truck,14,330,9,Medium,Clear,31.7,89.1,2.46,1,2,Night,61,Yes,Potholes,East India,0
PCKG04160,28.5,3502,Low,Truck,12,1214,7,Medium,Rain,23.4,89.9,9.9,1,3,Evening,99,Yes,Smooth,South India,0
PCKG04161,25.97,7848,Medium,Truck,4,1269,6,High,Clear,9.1,47,4.89,2,5,Evening,54,No,Potholes,Central India,0
PCKG04162,4.71,12750,High,Air,3,1367,10,High,Storm,33.4,75.5,6.84,3,7,Night,100,Yes,Smooth,North-East India,0
PCKG04163,27.67,11171,Medium,Truck,12,1122,9,Medium,Clear,24.7,39.5,8.08,2,9,Morning,29,Yes,Smooth,North-East India,1
PCKG04164,19.31,5008,Medium,Truck,9,923,4,Medium,Fog,19.9,30,4.89,4,7,Morning,27,Yes,Potholes,West India,0
PCKG04165,30.55,7205,Low,Air,10,1444,6,Medium,Clear,17.5,64.8,0.16,0,14,Afternoon,67,Yes,Potholes,Central India,1
PCKG04166,19.74,12474,Low,Truck,7,1091,3,Low,Snow,4.6,53.4,7.5,1,5,Night,40,Yes,Smooth,Central India,1
PCKG04167,12.39,17287,Low,Bike,7,1020,3,Low,Clear,-4.3,61.6,5.83,1,14,Afternoon,83,Yes,Construction,West India,1
PCKG04168,5.2,15188,High,Van,6,737,10,Low,Clear,27.2,45.6,8.78,3,3,Evening,11,Yes,Gravel,Central India,1
PCKG04169,16.09,11291,Low,Air,9,524,10,Low,Clear,36.4,41.1,8.01,4,7,Evening,109,No,Potholes,North India,0
PCKG04170,5.28,7565,High,Truck,3,1237,8,Medium,Clear,3.3,84.9,3.95,1,9,Evening,76,Yes,Potholes,South India,0
PCKG04171,9.26,7618,High,Truck,14,1237,5,Medium,Clear,37.1,81.8,0.43,2,0,Evening,89,No,Potholes,East India,0
PCKG04172,49.37,17649,Low,Truck,1,1404,8,Medium,Clear,-1.8,28.7,5.5,3,3,Morning,37,No,Potholes,North-East India,0
PCKG04173,22.48,1265,Low,Van,7,89,9,Medium,Clear,19.9,65.7,9.81,1,1,Evening,52,No,Construction,South India,0
PCKG04174,26.83,19766,Low,Van,9,211,2,High,Clear,0.2,45,1.71,0,11,Morning,99,No,Smooth,Central India,0
PCKG04175,43.74,13455,Low,Truck,6,1375,7,Medium,Rain,35,59.7,5.07,4,9,Night,22,Yes,Smooth,Central India,1
PCKG04176,49.78,13782,Low,Bike,10,165,2,High,Rain,-0.4,34.5,1.2,3,8,Night,41,Yes,Smooth,South India,1
PCKG04177,29.34,1241,High,Air,2,454,7,Medium,Fog,6.3,70.7,9.39,2,4,Night,111,Yes,Smooth,North-East India,1
PCKG04178,40.72,12308,Low,Truck,13,120,3,High,Clear,31.3,41.7,8.27,4,14,Afternoon,83,Yes,Smooth,North-East India,1
PCKG04179,16.68,9953,Low,Truck,8,366,8,Medium,Clear,26,68.2,5.37,1,5,Afternoon,106,Yes,Smooth,South India,1
PCKG04180,15.63,2563,Low,Truck,9,1279,4,Medium,Clear,12.5,30,6.39,0,9,Morning,117,Yes,Smooth,West India,0
PCKG04181,20.43,5919,High,Truck,10,916,9,High,Clear,32.7,29.4,6.46,2,2,Afternoon,66,No,Smooth,West India,1
PCKG04182,33.79,17861,Medium,Air,8,187,4,High,Clear,23.6,44.3,9.54,4,7,Evening,10,Yes,Smooth,East India,0
PCKG04183,34.27,11225,High,Van,9,680,2,High,Clear,6.7,89.8,9.71,1,12,Afternoon,93,Yes,Construction,South India,1
PCKG04184,16.1,8562,High,Truck,1,1356,4,Medium,Storm,28.3,80.3,6.65,3,11,Afternoon,9,Yes,Potholes,North India,0
PCKG04185,7.09,1917,Low,Truck,3,596,5,Low,Clear,10,63.5,2.94,1,13,Morning,76,Yes,Construction,South India,0
PCKG04186,31.8,14425,Low,Truck,3,1035,8,Medium,Clear,31.7,41.6,6.39,3,3,Night,73,No,Potholes,South India,0
PCKG04187,6.85,14206,Low,Air,14,1415,3,High,Rain,30.2,31.5,5.56,3,7,Afternoon,30,Yes,Smooth,South India,1
PCKG04188,29.14,12474,Low,Bike,9,935,9,Medium,Clear,8.9,72.1,7.89,1,3,Evening,43,Yes,Gravel,Central India,0
PCKG04189,34.82,10450,Medium,Bike,3,1398,9,Low,Clear,-0.3,34.3,8.63,0,2,Evening,36,Yes,Construction,South India,1
PCKG04190,35.18,8959,Low,Bike,14,767,10,Medium,Clear,31.9,48.8,6.38,3,2,Morning,24,No,Gravel,South India,0
PCKG04191,37.8,12069,Low,Truck,10,616,3,Medium,Clear,11.4,57,5.17,3,13,Morning,92,Yes,Smooth,North-East India,0
PCKG04192,43.71,5051,Medium,Truck,1,83,8,Low,Rain,9.6,26.5,8.57,1,10,Night,20,Yes,Potholes,Central India,1
PCKG04193,25.25,18855,Medium,Van,3,1249,6,Medium,Storm,-4.2,74.6,4.46,3,2,Evening,14,Yes,Potholes,East India,1
PCKG04194,36.65,11981,Medium,Truck,2,1440,6,Medium,Snow,27.7,85.9,4.77,2,2,Afternoon,105,Yes,Smooth,Central India,0
PCKG04195,31.15,6568,Low,Bike,9,686,2,Medium,Clear,7.3,30.3,0.17,4,10,Afternoon,118,Yes,Construction,North-East India,0
PCKG04196,9.74,9269,High,Truck,14,1125,8,Low,Fog,14.6,80.7,0.72,1,13,Morning,10,No,Smooth,East India,0
PCKG04197,1.77,16211,Medium,Bike,1,397,7,High,Storm,35.5,53.9,4.3,2,4,Evening,97,Yes,Smooth,North India,1
PCKG04198,14.58,3652,Low,Bike,11,472,2,Medium,Clear,0.6,29.5,0.08,3,7,Evening,112,No,Smooth,North India,0
PCKG04199,22.43,6210,Medium,Bike,2,874,4,Low,Clear,-3.3,62.5,2.03,3,14,Evening,74,Yes,Potholes,Central India,0
PCKG04200,31.05,13750,High,Air,1,1399,5,Medium,Storm,20.2,85.1,6.8,3,12,Evening,44,No,Potholes,North-East India,1
PCKG04201,42.57,6652,Low,Truck,9,1421,9,High,Rain,26.5,87,6.29,4,3,Afternoon,7,Yes,Gravel,West India,1
PCKG04202,10.21,15954,Low,Bike,7,22,10,Medium,Clear,18.8,70.4,5.67,0,10,Afternoon,97,Yes,Construction,West India,0
PCKG04203,6.71,3044,Low,Truck,14,1212,2,Low,Clear,10.3,54.6,8.25,1,8,Night,104,Yes,Smooth,North-East India,1
PCKG04204,48.19,15372,Low,Air,13,1171,7,Low,Clear,11.3,33.1,3.61,2,5,Night,25,Yes,Potholes,North-East India,1
PCKG04205,5.85,1833,High,Truck,1,1491,5,Low,Storm,1.7,62,6.6,0,3,Morning,20,No,Smooth,East India,1
PCKG04206,24.19,746,Low,Air,13,1362,2,Medium,Clear,9,62.9,6.45,1,3,Morning,51,Yes,Smooth,East India,0
PCKG04207,29.49,18015,Medium,Truck,13,66,10,Low,Rain,29.1,27.8,6.59,3,9,Morning,49,Yes,Potholes,North India,1
PCKG04208,27.3,11836,Medium,Truck,10,167,3,High,Storm,17.5,37.8,6.74,3,11,Evening,23,No,Construction,North India,1
PCKG04209,4.76,7361,Medium,Truck,12,556,5,Low,Clear,35.1,41.5,8.02,2,3,Morning,111,Yes,Smooth,West India,0
PCKG04210,3.32,5036,Low,Van,6,183,10,Medium,Clear,2.6,80.2,6.08,0,3,Morning,95,Yes,Smooth,North India,0
PCKG04211,5.72,12529,Low,Truck,5,1263,1,High,Snow,14.9,60.8,8.76,3,1,Afternoon,81,Yes,Smooth,Central India,1
PCKG04212,29.49,10426,Low,Truck,10,1088,7,High,Clear,26.6,37.1,4.28,4,5,Evening,107,Yes,Construction,Central India,0
PCKG04213,27.45,19836,Low,Truck,14,1256,1,Medium,Storm,7.3,41.7,9.73,1,0,Morning,25,Yes,Smooth,North India,1
PCKG04214,12.07,19673,Low,Truck,11,243,6,Medium,Clear,7,30.2,0.34,2,10,Morning,40,No,Construction,East India,0
PCKG04215,32.07,12883,High,Truck,5,572,6,High,Storm,-0.2,23.1,1.34,4,9,Night,50,Yes,Smooth,South India,1
PCKG04216,41.09,9136,Low,Bike,4,750,1,Medium,Clear,35.2,55.7,0.84,2,2,Evening,15,Yes,Smooth,North-East India,0
PCKG04217,2.56,10077,Medium,Truck,3,88,7,High,Clear,2.8,22.2,4.38,1,4,Morning,40,No,Potholes,Central India,0
PCKG04218,25.16,13808,Low,Bike,14,1069,8,Medium,Storm,38.7,89.4,5.88,0,5,Afternoon,51,Yes,Smooth,Central India,0
PCKG04219,34.62,2481,Medium,Truck,13,442,3,Low,Snow,15.2,74.1,4.43,4,7,Night,56,No,Potholes,North India,0
PCKG04220,12.99,6903,High,Truck,8,533,10,Low,Clear,39.2,74.5,2.1,3,3,Night,100,Yes,Smooth,West India,0
PCKG04221,15.73,1968,Low,Bike,7,109,1,High,Fog,-3.2,72.8,2.32,2,11,Morning,83,Yes,Construction,Central India,0
PCKG04222,30.88,1931,High,Truck,5,541,2,High,Clear,20.5,64.9,8.07,0,3,Afternoon,50,Yes,Smooth,North-East India,0
PCKG04223,44.95,4319,Medium,Truck,12,386,1,Medium,Clear,26.1,24.9,0.53,1,13,Night,58,Yes,Smooth,East India,0
PCKG04224,40.59,9962,High,Truck,9,1121,9,Low,Snow,18.2,51.9,9.92,3,11,Afternoon,78,Yes,Construction,West India,1
PCKG04225,29.36,15803,Medium,Truck,12,1243,4,Low,Clear,20.7,39.5,7.21,2,13,Evening,67,No,Potholes,North-East India,0
PCKG04226,36.65,9967,Low,Bike,7,221,7,High,Rain,19.2,40.9,9.21,0,0,Evening,117,Yes,Construction,South India,0
PCKG04227,18.56,7042,Low,Bike,10,493,5,Low,Rain,1.7,45.9,1.83,1,10,Evening,39,Yes,Gravel,East India,0
PCKG04228,32.23,2106,Low,Bike,2,155,9,Medium,Clear,18.9,42.4,5.59,0,9,Morning,15,No,Potholes,North-East India,0
PCKG04229,23.58,11231,Medium,Truck,7,1402,9,High,Fog,19.4,66.4,5.29,1,13,Evening,75,Yes,Smooth,North India,1
PCKG04230,9.9,5790,High,Truck,7,817,6,Low,Clear,11,20.5,6.21,3,14,Night,34,Yes,Smooth,North-East India,1
PCKG04231,35.24,12491,Medium,Truck,4,635,5,Medium,Rain,22.3,45.6,7.78,4,14,Night,25,No,Potholes,North-East India,0
PCKG04232,28.04,19555,Low,Bike,12,1477,10,Medium,Clear,13.5,86.1,7.14,2,7,Afternoon,72,Yes,Construction,North-East India,1
PCKG04233,18.25,2671,High,Truck,12,426,1,Low,Storm,29,38.1,3.93,4,1,Morning,79,Yes,Smooth,West India,1
PCKG04234,45.61,4636,Medium,Truck,8,650,4,Medium,Clear,-3.3,63.5,8.69,3,5,Night,58,Yes,Smooth,North-East India,1
PCKG04235,1.54,9725,Low,Air,4,211,5,Medium,Clear,-4.6,59.2,0.14,4,8,Night,117,Yes,Gravel,Central India,0
PCKG04236,16.13,19388,Low,Truck,7,779,9,Low,Clear,18.6,54.2,2.53,2,5,Afternoon,78,No,Construction,East India,0
PCKG04237,3.32,15550,Low,Van,4,838,2,Medium,Clear,39.5,28.6,5.19,3,0,Afternoon,83,Yes,Smooth,Central India,0
PCKG04238,38.44,18015,High,Truck,13,592,2,High,Clear,15,78.5,8.59,2,4,Evening,2,Yes,Potholes,North India,0
PCKG04239,35.25,7007,High,Air,8,568,3,High,Clear,-4.5,59.7,3.99,4,10,Night,4,Yes,Construction,East India,1
PCKG04240,16.9,19845,Low,Truck,14,230,3,Medium,Rain,9.3,57.7,7.76,0,11,Afternoon,39,Yes,Smooth,North India,0
PCKG04241,33.95,2505,Low,Air,14,808,7,Low,Clear,16,86.4,2.65,0,7,Afternoon,54,Yes,Construction,North-East India,0
PCKG04242,20.1,1533,Medium,Truck,3,694,1,High,Clear,35.6,25.8,9.69,2,11,Night,102,Yes,Construction,East India,0
PCKG04243,37.93,17184,High,Truck,2,1415,2,Low,Clear,0.5,54.4,0.15,0,0,Evening,76,Yes,Potholes,East India,1
PCKG04244,22.98,18582,Medium,Truck,10,110,1,High,Clear,36.6,69.4,1.77,2,0,Afternoon,47,Yes,Gravel,Central India,1
PCKG04245,20.91,2266,Medium,Van,6,1104,9,Low,Rain,37.3,75.8,0.22,4,9,Morning,106,Yes,Construction,North-East India,0
PCKG04246,46.77,2712,Low,Van,7,520,10,Medium,Fog,23.8,20.1,0.17,1,1,Night,92,No,Smooth,Central India,0
PCKG04247,12.92,1147,Medium,Truck,7,952,9,Medium,Fog,5.1,67.8,9.06,3,8,Afternoon,109,Yes,Construction,Central India,1
PCKG04248,6.46,2538,Low,Bike,6,191,3,Low,Fog,19.2,86.9,2.76,4,4,Afternoon,70,Yes,Construction,East India,0
PCKG04249,29.43,4584,High,Bike,11,536,3,Low,Clear,31.7,71.1,2.34,1,12,Afternoon,52,Yes,Potholes,Central India,0
PCKG04250,48.48,19416,Low,Truck,8,279,1,Medium,Clear,11.1,49.3,2.67,4,3,Evening,71,Yes,Construction,East India,0
PCKG04251,19.2,13523,High,Truck,12,543,5,High,Fog,35.7,81.3,8.03,1,12,Night,119,Yes,Construction,East India,1
PCKG04252,3.57,15682,Low,Van,6,652,3,High,Clear,-1.1,81.5,3.12,2,3,Afternoon,26,Yes,Smooth,West India,0
PCKG04253,17.3,15635,High,Truck,6,22,2,High,Clear,8.8,68.2,5.93,3,12,Afternoon,72,Yes,Construction,Central India,0
PCKG04254,25.54,10934,Low,Truck,3,289,3,Medium,Rain,39.7,66.6,8.58,2,4,Night,95,Yes,Construction,North India,0
PCKG04255,8.52,16051,Low,Truck,12,1330,8,Medium,Fog,21.3,44.1,3.19,3,0,Afternoon,108,Yes,Smooth,South India,0
PCKG04256,33.08,12118,Medium,Truck,2,936,8,High,Clear,21.6,37,1.46,1,12,Afternoon,35,Yes,Smooth,Central India,0
PCKG04257,49.89,6634,Low,Bike,7,1018,1,Medium,Snow,5.8,64.1,0.67,0,3,Evening,35,No,Smooth,North-East India,1
PCKG04258,22.86,11442,High,Truck,6,909,2,Medium,Rain,33.6,20.6,5.63,0,2,Evening,101,Yes,Gravel,North-East India,1
PCKG04259,18.06,10903,Medium,Truck,1,654,1,Medium,Rain,14.3,79,6.06,0,5,Afternoon,107,No,Potholes,East India,0
PCKG04260,20.33,16557,Medium,Truck,2,856,8,Medium,Rain,30.7,83.2,8.71,0,10,Afternoon,38,Yes,Smooth,North-East India,0
PCKG04261,6.2,19644,High,Truck,2,261,1,Medium,Clear,31.5,31.5,4.74,4,9,Afternoon,74,No,Smooth,North India,0
PCKG04262,44.22,8515,High,Truck,1,1247,6,Medium,Clear,2.9,60.1,8.67,4,6,Night,56,Yes,Smooth,East India,1
PCKG04263,21.03,15386,Medium,Air,3,648,10,Low,Clear,17.6,32.5,5.14,0,13,Evening,35,Yes,Potholes,North-East India,0
PCKG04264,19.67,2445,High,Truck,5,361,8,High,Clear,12.3,54.6,5.9,2,11,Afternoon,113,No,Smooth,West India,1
PCKG04265,33.15,15648,Low,Air,4,260,8,Medium,Rain,2,64.7,5.38,1,0,Morning,6,Yes,Potholes,North India,0
PCKG04266,22.38,7743,Low,Truck,12,612,7,High,Storm,0.6,47.3,3,0,0,Evening,102,Yes,Construction,North-East India,0
PCKG04267,32.59,1268,Medium,Truck,2,1302,8,Medium,Clear,-2.9,82.6,8.44,2,1,Evening,20,No,Construction,North India,1
PCKG04268,3.54,7583,Low,Truck,8,338,8,Medium,Clear,26.6,82.4,8.84,2,10,Night,14,Yes,Smooth,West India,1
PCKG04269,40.78,12408,Low,Bike,9,1396,10,Low,Fog,30.2,57.2,8.48,2,11,Afternoon,45,No,Construction,East India,1
PCKG04270,47.05,2825,Low,Air,8,19,3,Low,Rain,16.2,60.6,1.07,4,12,Afternoon,87,Yes,Smooth,West India,0
PCKG04271,32.61,18519,Low,Truck,7,183,2,Medium,Rain,20.4,20.2,6.67,3,9,Night,46,Yes,Smooth,West India,0
PCKG04272,47.75,2015,High,Truck,10,1473,4,Medium,Clear,6.8,43.7,4.44,4,11,Afternoon,58,No,Construction,South India,1
PCKG04273,8,18635,Medium,Bike,2,1431,5,Medium,Clear,27.2,73.3,0.98,0,12,Night,60,Yes,Smooth,Central India,0
PCKG04274,24.13,14289,High,Truck,6,92,2,High,Clear,21.3,89.6,0.62,0,4,Morning,40,Yes,Gravel,West India,1
PCKG04275,30.29,6929,Medium,Bike,11,98,8,Low,Rain,34.7,86.2,6.98,0,11,Night,53,Yes,Smooth,North India,0
PCKG04276,29.3,8120,Low,Truck,4,849,8,Medium,Clear,28.6,26.6,3.98,1,8,Night,22,Yes,Potholes,North India,0
PCKG04277,20.37,14946,Low,Bike,5,1423,4,Low,Rain,-4.1,49.2,3.82,1,13,Night,72,Yes,Smooth,East India,0
PCKG04278,17.24,12229,Low,Bike,9,32,5,Medium,Snow,31.4,23.8,2.13,3,3,Afternoon,11,Yes,Smooth,North India,0
PCKG04279,6.78,13597,High,Truck,13,701,5,Medium,Clear,-3.8,78.6,6.02,4,3,Evening,7,Yes,Smooth,South India,0
PCKG04280,19.89,8089,Low,Bike,9,79,5,High,Fog,31.6,71.1,1.48,2,8,Evening,21,Yes,Smooth,West India,0
PCKG04281,8.55,10012,Low,Truck,4,58,9,Medium,Clear,39.4,84.5,0.04,4,9,Afternoon,49,Yes,Smooth,East India,0
PCKG04282,36.85,19802,High,Truck,8,325,9,High,Clear,16.6,55.1,0.14,0,0,Evening,110,Yes,Smooth,South India,0
PCKG04283,10.84,4671,Medium,Truck,11,764,4,Low,Snow,5.2,27.2,3.68,3,12,Night,33,Yes,Smooth,Central India,1
PCKG04284,3.4,8648,Low,Truck,5,1262,1,Low,Snow,-4.6,60.9,7.19,1,14,Morning,83,No,Smooth,West India,0
PCKG04285,27.84,6191,Low,Truck,9,634,8,High,Clear,1.8,80.7,6.03,3,2,Morning,106,No,Smooth,North-East India,0
PCKG04286,29.96,15420,High,Van,2,1258,1,Medium,Rain,17.7,23.5,2.51,2,9,Morning,95,No,Smooth,East India,1
PCKG04287,43.66,15398,High,Bike,4,336,7,High,Clear,31.3,77,1.02,3,6,Afternoon,12,Yes,Smooth,East India,1
PCKG04288,29.06,6203,Low,Truck,3,321,4,Medium,Clear,34.2,63.7,3.62,3,11,Evening,102,Yes,Gravel,West India,0
PCKG04289,17.6,2087,Low,Air,7,105,1,Medium,Storm,25.8,29.3,8.96,3,11,Evening,19,Yes,Construction,North India,0
PCKG04290,40.25,723,High,Truck,14,252,4,Low,Clear,-1.1,66.1,3.47,0,5,Evening,7,Yes,Smooth,West India,0
PCKG04291,27.24,8835,Medium,Bike,2,865,7,High,Fog,39.6,24.3,1.2,2,4,Evening,69,Yes,Gravel,East India,0
PCKG04292,4.42,8502,High,Truck,3,874,8,High,Clear,28.6,32.2,8.91,1,12,Afternoon,98,Yes,Smooth,North-East India,0
PCKG04293,28.51,19774,Medium,Air,9,225,2,High,Fog,14.2,24.1,3.24,4,14,Evening,96,Yes,Smooth,East India,1
PCKG04294,45.45,9661,High,Air,8,1367,9,Medium,Clear,31.6,60.9,7.72,1,6,Night,24,Yes,Gravel,North-East India,1
PCKG04295,20.12,5500,Low,Bike,2,152,5,Medium,Clear,21.5,40.1,2.73,3,1,Afternoon,13,Yes,Smooth,North-East India,0
PCKG04296,15.17,17879,Low,Truck,6,1017,8,Medium,Clear,22.1,40.2,8.69,3,1,Night,96,Yes,Smooth,East India,1
PCKG04297,7.6,10076,Medium,Truck,14,1324,2,Medium,Storm,38.7,65.3,0.82,4,14,Evening,103,Yes,Potholes,East India,1
PCKG04298,8,12184,Medium,Truck,3,1435,2,Medium,Clear,31.1,27.7,2.53,2,14,Morning,58,Yes,Smooth,North-East India,0
PCKG04299,21.92,2366,High,Truck,12,585,4,Medium,Clear,6.8,64.3,7.27,3,6,Afternoon,50,Yes,Potholes,West India,0
PCKG04300,29.99,7967,Low,Truck,13,482,4,Medium,Storm,2.9,68.9,3.95,0,7,Afternoon,52,Yes,Smooth,East India,0
PCKG04301,4.49,18912,High,Bike,6,1052,3,High,Clear,2.8,80,5.51,0,1,Evening,15,Yes,Smooth,North India,0
PCKG04302,47.01,11995,Low,Air,14,887,5,High,Clear,15.5,67,2.77,1,12,Night,117,Yes,Smooth,North-East India,0
PCKG04303,37.88,7218,Medium,Truck,5,1214,2,High,Clear,12.5,65.7,3.61,0,10,Night,101,Yes,Potholes,East India,0
PCKG04304,29.54,12701,Low,Truck,10,174,1,Medium,Rain,15.4,66,6.06,1,0,Evening,104,Yes,Potholes,North-East India,1
PCKG04305,41.51,18253,Medium,Air,4,442,4,Low,Rain,-2.2,22.9,7.92,3,12,Night,115,Yes,Potholes,Central India,1
PCKG04306,4.47,5843,Medium,Air,12,1021,6,Medium,Clear,4.1,50.9,8.92,0,10,Evening,101,Yes,Potholes,North-East India,1
PCKG04307,24.1,10350,Low,Truck,7,305,6,Medium,Clear,30.9,58.6,3.59,0,4,Night,66,Yes,Smooth,East India,0
